step,tag,value
1,train/nll_total,13.024033546447754
1,train/nll_h,3.064527750015259
1,train/nll_o,3.8793299198150635
1,train/nll_d,4.152364253997803
1,train/nll_r,0.006088691763579845
1,train/nll_passenger,0.8311333656311035
1,train/nll_total_amount,1.0905920267105103
1,val/nll_total,12.462056159973145
1,val/nll_h,2.9895029067993164
1,val/nll_o,3.786299705505371
1,val/nll_d,3.9712467193603516
1,val/nll_r,0.0004621068073902279
1,val/nll_passenger,0.7568913102149963
1,val/nll_total_amount,0.9576523900032043
1,train/grad_norm,0.6949682162120583
1,train/param_norm,105.78142712093819
1,flow/layer_logdet_mean_4,0.011122887954115868
1,flow/layer_logdet_std_4,0.20262832939624786
1,flow/layer_logdet_mean_3,-0.003177780658006668
1,flow/layer_logdet_std_3,0.08999936282634735
1,flow/layer_logdet_mean_2,-0.004568200558423996
1,flow/layer_logdet_std_2,0.07205397635698318
1,flow/layer_logdet_mean_1,-0.00797673687338829
1,flow/layer_logdet_std_1,0.09924129396677017
1,flow/layer_logdet_mean_0,0.0005955985398031771
1,flow/layer_logdet_std_0,0.061213843524456024
2,train/nll_total,12.376243591308594
2,train/nll_h,2.9788591861724854
2,train/nll_o,3.79990553855896
2,train/nll_d,3.944856643676758
2,train/nll_r,0.00019886373775079846
2,train/nll_passenger,0.7770802974700928
2,train/nll_total_amount,0.8753536343574524
2,val/nll_total,12.192521095275879
2,val/nll_h,2.9795281887054443
2,val/nll_o,3.7832350730895996
2,val/nll_d,3.906214952468872
2,val/nll_r,-0.0010199379175901413
2,val/nll_passenger,0.754029393196106
2,val/nll_total_amount,0.7705397009849548
2,train/grad_norm,1.008502138110634
2,train/param_norm,111.16013932213534
2,flow/layer_logdet_mean_4,0.006995975039899349
2,flow/layer_logdet_std_4,0.1564999371767044
2,flow/layer_logdet_mean_3,-0.006763557903468609
2,flow/layer_logdet_std_3,0.07317022979259491
2,flow/layer_logdet_mean_2,-0.010918882675468922
2,flow/layer_logdet_std_2,0.08580972254276276
2,flow/layer_logdet_mean_1,-0.011543886736035347
2,flow/layer_logdet_std_1,0.09571132063865662
2,flow/layer_logdet_mean_0,0.005181916989386082
2,flow/layer_logdet_std_0,0.07757996767759323
3,train/nll_total,12.175604820251465
3,train/nll_h,2.9752044677734375
3,train/nll_o,3.7960638999938965
3,train/nll_d,3.9068500995635986
3,train/nll_r,-0.0005783244268968701
3,train/nll_passenger,0.7746182084083557
3,train/nll_total_amount,0.7234355211257935
3,val/nll_total,12.032027244567871
3,val/nll_h,2.9788479804992676
3,val/nll_o,3.782822370529175
3,val/nll_d,3.8843367099761963
3,val/nll_r,-0.0015783478738740087
3,val/nll_passenger,0.7529123425483704
3,val/nll_total_amount,0.6346824765205383
3,train/grad_norm,1.1252797169159354
3,train/param_norm,116.57398763876358
3,flow/layer_logdet_mean_4,0.010443616658449173
3,flow/layer_logdet_std_4,0.14412984251976013
3,flow/layer_logdet_mean_3,-0.005827842280268669
3,flow/layer_logdet_std_3,0.0670764297246933
3,flow/layer_logdet_mean_2,-0.008202208206057549
3,flow/layer_logdet_std_2,0.07190076261758804
3,flow/layer_logdet_mean_1,-0.01075933687388897
3,flow/layer_logdet_std_1,0.09752429276704788
3,flow/layer_logdet_mean_0,0.005897072143852711
3,flow/layer_logdet_std_0,0.07927318662405014
4,train/nll_total,12.054091453552246
4,train/nll_h,2.974837303161621
4,train/nll_o,3.7944042682647705
4,train/nll_d,3.8901498317718506
4,train/nll_r,-0.0012496460694819689
4,train/nll_passenger,0.7732648253440857
4,train/nll_total_amount,0.6226785182952881
4,val/nll_total,11.951554298400879
4,val/nll_h,2.9787182807922363
4,val/nll_o,3.782661199569702
4,val/nll_d,3.873507261276245
4,val/nll_r,-0.001584453391842544
4,val/nll_passenger,0.7521304488182068
4,val/nll_total_amount,0.5661240816116333
4,train/grad_norm,1.9999992714447594
4,train/param_norm,121.2426399437903
4,flow/layer_logdet_mean_4,0.01231161318719387
4,flow/layer_logdet_std_4,0.1659066081047058
4,flow/layer_logdet_mean_3,-0.006222102791070938
4,flow/layer_logdet_std_3,0.06873415410518646
4,flow/layer_logdet_mean_2,-0.006389069836586714
4,flow/layer_logdet_std_2,0.07075998187065125
4,flow/layer_logdet_mean_1,-0.007653787266463041
4,flow/layer_logdet_std_1,0.09719426929950714
4,flow/layer_logdet_mean_0,0.003714720718562603
4,flow/layer_logdet_std_0,0.0807044580578804
5,train/nll_total,11.986298561096191
5,train/nll_h,2.9747495651245117
5,train/nll_o,3.7933804988861084
5,train/nll_d,3.8806424140930176
5,train/nll_r,-0.0016436740988865495
5,train/nll_passenger,0.7724459767341614
5,train/nll_total_amount,0.5667172074317932
5,val/nll_total,11.908161163330078
5,val/nll_h,2.978644847869873
5,val/nll_o,3.7817189693450928
5,val/nll_d,3.8667707443237305
5,val/nll_r,-0.0017224218463525176
5,val/nll_passenger,0.7514452934265137
5,val/nll_total_amount,0.5313038229942322
5,train/grad_norm,1.14889006166995
5,train/param_norm,125.20718735021813
5,flow/layer_logdet_mean_4,0.01011992059648037
5,flow/layer_logdet_std_4,0.16016362607479095
5,flow/layer_logdet_mean_3,-0.0050538405776023865
5,flow/layer_logdet_std_3,0.060824811458587646
5,flow/layer_logdet_mean_2,-0.004659542813897133
5,flow/layer_logdet_std_2,0.06747830659151077
5,flow/layer_logdet_mean_1,-0.005754630081355572
5,flow/layer_logdet_std_1,0.09074217826128006
5,flow/layer_logdet_mean_0,0.00492472667247057
5,flow/layer_logdet_std_0,0.09491544216871262
5,metrics/n_real,5000.0
5,metrics/n_synth,5000.0
5,metrics/hour_of_day_jsd,0.001554474898200436
5,metrics/hour_of_day_chi2,0.012527233760306185
5,metrics/day_of_week_jsd,0.0
5,metrics/day_of_week_chi2,0.0
5,metrics/pickup_id_jsd,0.009352598872434333
5,metrics/pickup_id_chi2,3320000.0384107125
5,metrics/dropoff_id_jsd,0.01327544708826343
5,metrics/dropoff_id_chi2,2880000.0686310674
5,metrics/od_jsd,0.18447375834773305
5,metrics/od_chi2,65640000.706362724
5,metrics/od_coverage_real,0.6076406814661848
5,metrics/od_coverage_synth,0.5826732673267326
5,metrics/od_unique_real,1937.0
5,metrics/od_unique_synth,2020.0
5,metrics/time_jsd,0.007606001666740533
5,metrics/time_chi2,1360000.06544073
5,metrics/time_coverage_real,0.9859154929577465
5,metrics/time_coverage_synth,0.9859154929577465
5,metrics/time_unique_real,142.0
5,metrics/time_unique_synth,142.0
5,metrics/joint_jsd,0.6591862563130939
5,metrics/joint_chi2,200360000.95408332
5,metrics/joint_coverage_real,0.04826453070445677
5,metrics/joint_coverage_synth,0.04815573770491803
5,metrics/joint_unique_real,4869.0
5,metrics/joint_unique_synth,4880.0
5,metrics/joint_mode_dropping_ratio,0.9517354692955432
5,metrics/joint_invalid_ratio,0.951844262295082
